"","x"
"161","Thins"
"162","Dorito"
"163","Infuzions"
"164","Dorito"
"165","Doritos"
"166","Tostitos"
"167","Kettle"
"168","Kettle"
"169","Pringles"
"170","Tostitos"
"171","Infuzions"
"172","Doritos"
"173","Tyrrells"
"174","Kettle"
"175","Cheezels"
"176","Grain"
"177","Kettle"
"178","Cobs"
"179","Infuzions"
"180","Infzns"
"181","Thins"
"182","Thins"
"183","Doritos"
"184","Pringles"
"185","Pringles"
"186","Kettle"
"187","Kettle"
"188","Doritos"
"189","Doritos"
"190","Doritos"
"191","Doritos"
"192","Dorito"
"193","Pringles"
"194","Pringles"
"195","Infuzions"
"196","Cobs"
"197","Kettle"
"198","Pringles"
"199","Kettle"
"200","Infzns"
"201","Kettle"
"202","Cheezels"
"203","Doritos"
"204","Kettle"
"205","Kettle"
"206","Kettle"
"207","Twisties"
"208","Tostitos"
"209","Infuzions"
"210","Kettle"
"211","Tostitos"
"212","Kettle"
"213","Kettle"
"214","Tostitos"
"215","Kettle"
"216","Kettle"
"217","Kettle"
"218","Doritos"
"219","Kettle"
"220","Thins"
"221","Smiths"
"222","Twisties"
"223","Cheezels"
"224","Doritos"
"225","Infuzions"
"226","Infuzions"
"227","Twisties"
"228","Kettle"
"229","Pringles"
"230","Infuzions"
"231","Kettle"
"232","Twisties"
"233","Cobs"
"234","Grain"
"235","Cobs"
"236","Doritos"
"237","Kettle"
"238","Kettle"
"239","Kettle"
"240","Smiths"
"241","Kettle"
"242","Smiths"
"243","Kettle"
"244","Kettle"
"245","Pringles"
"246","Doritos"
"247","Cheezels"
"248","Doritos"
"249","Kettle"
"250","Kettle"
"251","Doritos"
"252","Smiths"
"253","Cheezels"
"254","Tostitos"
"255","Kettle"
"256","Twisties"
"257","Doritos"
"258","Doritos"
"259","Thins"
"260","Doritos"
"261","Cobs"
"262","Pringles"
"263","Kettle"
"264","Thins"
"265","Doritos"
"266","Kettle"
"267","Pringles"
"268","Twisties"
"269","Cobs"
"270","Doritos"
"271","Pringles"
"272","Doritos"
"273","Infzns"
"274","Smiths"
"275","Tostitos"
"276","Pringles"
"277","Pringles"
"278","Smiths"
"279","Pringles"
"280","Doritos"
"281","Tyrrells"
"282","Kettle"
"283","Infuzions"
"284","Cobs"
"285","Cobs"
"286","Kettle"
"287","Twisties"
"288","Doritos"
"289","Kettle"
"290","Thins"
"291","Cobs"
"292","Pringles"
"293","Kettle"
"294","Doritos"
"295","Pringles"
"296","Kettle"
"297","Kettle"
"298","Kettle"
"299","Cheezels"
"300","Thins"
"301","Pringles"
"302","Thins"
"303","Tostitos"
"304","Cobs"
"305","Tostitos"
"306","Doritos"
"307","Infuzions"
"308","Kettle"
"309","Kettle"
"310","Smiths"
"311","Twisties"
"312","Doritos"
"313","Kettle"
"314","Cheezels"
"315","Tostitos"
"316","Pringles"
"317","Tostitos"
"318","Cobs"
"319","Kettle"
"320","Pringles"
"321","Tostitos"
"322","Kettle"
"323","Tostitos"
"324","Doritos"
"325","Pringles"
"326","Kettle"
"327","Thins"
"328","Kettle"
"329","Kettle"
"330","Infuzions"
"331","Grain"
"332","Twisties"
"333","Smiths"
"334","Pringles"
"335","Infzns"
"336","Doritos"
"337","Cobs"
"338","Thins"
"339","Kettle"
"340","Tyrrells"
"341","Pringles"
"342","Twisties"
"343","Smiths"
"344","Dorito"
"345","Thins"
"346","Kettle"
"347","Twisties"
"348","Kettle"
"349","Kettle"
"350","Kettle"
"351","Twisties"
"352","Kettle"
"353","Tostitos"
"354","Dorito"
"355","Tyrrells"
"356","Pringles"
"357","Dorito"
"358","Pringles"
"359","Pringles"
"360","Kettle"
"361","Kettle"
"362","Tostitos"
"363","Kettle"
"364","Kettle"
"365","Doritos"
"366","Doritos"
"367","Grain"
"368","Smiths"
"369","Kettle"
"370","Pringles"
"371","Kettle"
"372","Pringles"
"373","Pringles"
"374","Kettle"
"375","Pringles"
"376","Doritos"
"377","Grain"
"378","Pringles"
"379","Dorito"
"380","Kettle"
"381","Tostitos"
"382","Pringles"
"383","Pringles"
"384","Kettle"
"385","Smiths"
"386","Kettle"
"387","Infuzions"
"388","Pringles"
"389","Pringles"
"390","Tyrrells"
"391","Pringles"
"392","Doritos"
"393","Infuzions"
"394","Kettle"
"395","Tostitos"
"396","Smiths"
"397","Kettle"
"398","Tyrrells"
"399","Pringles"
"400","Infuzions"
"401","Kettle"
"402","Thins"
"403","Cheezels"
"404","Doritos"
"405","Doritos"
"406","Smiths"
"407","Doritos"
"408","Thins"
"409","Cheezels"
"410","French"
"411","CCs"
"412","Infzns"
"413","Pringles"
"414","Thins"
"415","RRD"
"416","RRD"
"417","WOOLWORTHS"
"418","Thins"
"419","Pringles"
"420","Kettle"
"421","WOOLWORTHS"
"422","Doritos"
"423","Twisties"
"424","Smiths"
"425","Red"
"426","Kettle"
"427","Smiths"
"428","Grain"
"429","Cheetos"
"430","Pringles"
"431","Kettle"
"432","Natural"
"433","Kettle"
"434","Kettle"
"435","Thins"
"436","Smith"
"437","NATURAL"
"438","Grain"
"439","Cheetos"
"440","Doritos"
"441","Grain"
"442","Cheetos"
"443","CCs"
"444","Red"
"445","Kettle"
"446","RRD"
"447","Pringles"
"448","Cobs"
"449","Kettle"
"450","Tostitos"
"451","Smiths"
"452","Natural"
"453","Kettle"
"454","Tyrrells"
"455","Kettle"
"456","Smiths"
"457","RRD"
"458","Natural"
"459","Natural"
"460","Twisties"
"461","Natural"
"462","Doritos"
"463","Red"
"464","Tostitos"
"465","Cobs"
"466","Smiths"
"467","Doritos"
"468","Grain"
"469","Cobs"
"470","Pringles"
"471","Kettle"
"472","Kettle"
"473","Smiths"
"474","Cobs"
"475","Doritos"
"476","Natural"
"477","Tostitos"
"478","Infuzions"
"479","Pringles"
"480","Pringles"
"481","Red"
"482","Tostitos"
"483","Smiths"
"484","CCs"
"485","WOOLWORTHS"
"486","Dorito"
"487","Pringles"
"488","RRD"
"489","Kettle"
"490","Smiths"
"491","Tostitos"
"492","Smiths"
"493","Kettle"
"494","WOOLWORTHS"
"495","Tostitos"
"496","Smiths"
"497","Twisties"
"498","Cobs"
"499","Cheetos"
"500","Kettle"
"501","Red"
"502","Smiths"
"503","Infuzions"
"504","Thins"
"505","CCs"
"506","Pringles"
"507","Smiths"
"508","Natural"
"509","Thins"
"510","Grain"
"511","Doritos"
"512","Twisties"
"513","Natural"
"514","Kettle"
"515","Woolworths"
"516","Thins"
"517","Kettle"
"518","Pringles"
"519","Tostitos"
"520","Thins"
"521","Pringles"
"522","Kettle"
"523","Smiths"
"524","Grain"
"525","Pringles"
"526","Smiths"
"527","Pringles"
"528","Thins"
"529","Pringles"
"530","Tyrrells"
"531","Doritos"
"532","Kettle"
"533","Kettle"
"534","Thins"
"535","Grain"
"536","Pringles"
"537","Kettle"
"538","Infzns"
"539","Smiths"
"540","Smiths"
"541","Doritos"
"542","Doritos"
"543","Tostitos"
"544","Infuzions"
"545","Infuzions"
"546","Doritos"
"547","Smiths"
"548","Grain"
"549","Thins"
"550","Grain"
"551","Kettle"
"552","Pringles"
"553","Smiths"
"554","Thins"
"555","Dorito"
"556","Tostitos"
"557","Kettle"
"558","Pringles"
"559","Thins"
"560","Smiths"
"561","Doritos"
"562","Infzns"
"563","Tostitos"
"564","Tostitos"
"565","Doritos"
"566","Kettle"
"567","Kettle"
"568","Twisties"
"569","Pringles"
"570","Pringles"
"571","Kettle"
"572","Kettle"
"573","Kettle"
"574","Infuzions"
"575","Smiths"
"576","Smiths"
"577","Thins"
"578","Thins"
"579","Doritos"
"580","Kettle"
"581","Infuzions"
"582","Kettle"
"583","Pringles"
"584","Pringles"
"585","Cobs"
"586","Cobs"
"587","Cheezels"
"588","Doritos"
"589","Thins"
"590","Smiths"
"591","Twisties"
"592","Doritos"
"593","Kettle"
"594","Doritos"
"595","Cobs"
"596","Doritos"
"597","Pringles"
"598","Twisties"
"599","Grain"
"600","Pringles"
"601","Thins"
"602","Tyrrells"
"603","Infzns"
"604","Cobs"
"605","Doritos"
"606","Kettle"
"607","Doritos"
"608","Kettle"
"609","Kettle"
"610","Kettle"
"611","Doritos"
"612","Infuzions"
"613","Smiths"
"614","Cobs"
"615","Infzns"
"616","Smiths"
"617","Grain"
"618","Grain"
"619","Doritos"
"620","Kettle"
"621","Tyrrells"
"622","Thins"
"623","Cobs"
"624","Kettle"
"625","Kettle"
"626","Kettle"
"627","Kettle"
"628","Infuzions"
"629","Pringles"
"630","Cobs"
"631","Pringles"
"632","Thins"
"633","Pringles"
"634","Pringles"
"635","Kettle"
"636","Smiths"
"637","Kettle"
"638","Doritos"
"639","Kettle"
"640","Doritos"
"641","Infuzions"
"642","Twisties"
"643","Thins"
"644","Tostitos"
"645","Kettle"
"646","Doritos"
"647","Pringles"
"648","Kettle"
"649","Doritos"
"650","Kettle"
"651","Smiths"
"652","Kettle"
"653","Doritos"
"654","Pringles"
"655","Doritos"
"656","Doritos"
"657","Cobs"
"658","Infuzions"
"659","Tyrrells"
"660","Kettle"
"661","Tyrrells"
"662","Pringles"
"663","Tyrrells"
"664","Cobs"
"665","Pringles"
"666","Pringles"
"667","Infuzions"
"668","Smiths"
"669","Kettle"
"670","Kettle"
"671","Pringles"
"672","Cobs"
"673","Doritos"
"674","Thins"
"675","Kettle"
"676","Infuzions"
"677","Pringles"
"678","Doritos"
"679","Kettle"
"680","Kettle"
"681","Twisties"
"682","Smiths"
"683","Smiths"
"684","Kettle"
"685","Infzns"
"686","Kettle"
"687","Smiths"
"688","Tyrrells"
"689","Pringles"
"690","Pringles"
"691","Tyrrells"
"692","Twisties"
"693","Infuzions"
"694","Doritos"
"695","Kettle"
"696","Grain"
"697","Grain"
"698","Kettle"
"699","Pringles"
"700","Twisties"
"701","Pringles"
"702","Kettle"
"703","Kettle"
"704","Kettle"
"705","Kettle"
"706","Kettle"
"707","Twisties"
"708","Kettle"
"709","Twisties"
"710","Cobs"
"711","Pringles"
"712","Pringles"
"713","Kettle"
"714","Twisties"
"715","Doritos"
"716","Infuzions"
"717","Twisties"
"718","Twisties"
"719","Pringles"
"720","Kettle"
"721","Grain"
"722","Tostitos"
"723","Pringles"
"724","Doritos"
"725","Infuzions"
"726","Kettle"
"727","Kettle"
"728","Pringles"
"729","Kettle"
"730","Kettle"
"731","Infuzions"
"732","Doritos"
"733","Smiths"
"734","Kettle"
"735","Infzns"
"736","Pringles"
"737","Smiths"
"738","Kettle"
"739","Grain"
"740","Tostitos"
"741","Smiths"
"742","Grain"
"743","Smiths"
"744","Pringles"
"745","Kettle"
"746","Doritos"
"747","Kettle"
"748","Pringles"
"749","Tyrrells"
"750","Natural"
"751","RRD"
"752","Kettle"
"753","Kettle"
"754","Thins"
"755","Dorito"
"756","Thins"
"757","Tostitos"
"758","RRD"
"759","Pringles"
"760","Pringles"
"761","Tostitos"
"762","RRD"
"763","Kettle"
"764","WOOLWORTHS"
"765","RRD"
"766","Sunbites"
"767","GrnWves"
"768","Doritos"
"769","WOOLWORTHS"
"770","Cheetos"
"771","Pringles"
"772","Doritos"
"773","Smiths"
"774","Snbts"
"775","RRD"
"776","Red"
"777","NATURAL"
"778","Thins"
"779","Smiths"
"780","Kettle"
"781","Tostitos"
"782","Tyrrells"
"783","Thins"
"784","Smiths"
"785","Pringles"
"786","Cobs"
"787","Pringles"
"788","Doritos"
"789","Kettle"
"790","WOOLWORTHS"
"791","Doritos"
"792","Twisties"
"793","Dorito"
"794","Smiths"
"795","Smiths"
"796","RRD"
"797","Pringles"
"798","Kettle"
"799","RRD"
"800","Tostitos"
"801","Cobs"
"802","Cobs"
"803","Smiths"
"804","RRD"
"805","Burger"
"806","Grain"
"807","Smiths"
"808","Doritos"
"809","Smiths"
"810","WOOLWORTHS"
"811","Smiths"
"812","Smith"
"813","Twisties"
"814","Smiths"
"815","WOOLWORTHS"
"816","Dorito"
"817","Doritos"
"818","Smiths"
"819","CCs"
"820","Dorito"
"821","Cobs"
"822","Pringles"
"823","GrnWves"
"824","Thins"
"825","Doritos"
"826","Doritos"
"827","Pringles"
"828","Kettle"
"829","Pringles"
"830","Kettle"
"831","Thins"
"832","Pringles"
"833","Infuzions"
"834","Twisties"
"835","Pringles"
"836","Doritos"
"837","Dorito"
"838","Thins"
"839","Thins"
"840","Twisties"
"841","Twisties"
"842","Twisties"
"843","Thins"
"844","Twisties"
"845","Smiths"
"846","Cobs"
"847","Infuzions"
"848","Kettle"
"849","Kettle"
"850","Smiths"
"851","Kettle"
"852","Doritos"
"853","Tostitos"
"854","Thins"
"855","Cobs"
"856","Infuzions"
"857","Kettle"
"858","Tyrrells"
"859","Thins"
"860","Doritos"
"861","Cheezels"
"862","Pringles"
"863","Grain"
"864","Infzns"
"865","Pringles"
"866","Cobs"
"867","Tyrrells"
"868","Kettle"
"869","Pringles"
"870","Kettle"
"871","Kettle"
"872","Kettle"
"873","Kettle"
"874","Kettle"
"875","Kettle"
"876","Doritos"
"877","Tostitos"
"878","Kettle"
"879","Kettle"
"880","Doritos"
"881","Cobs"
"882","Kettle"
"883","Tyrrells"
"884","Thins"
"885","Kettle"
"886","Twisties"
"887","Doritos"
"888","Pringles"
"889","Cobs"
"890","Kettle"
"891","Infuzions"
"892","Infuzions"
"893","Tostitos"
"894","Twisties"
"895","Pringles"
"896","Doritos"
"897","Grain"
"898","Kettle"
"899","Kettle"
"900","Pringles"
"901","Thins"
"902","Kettle"
"903","Doritos"
"904","Tostitos"
"905","Infuzions"
"906","Infuzions"
"907","Doritos"
"908","Grain"
"909","Kettle"
"910","Kettle"
"911","Pringles"
"912","Smiths"
"913","Grain"
"914","Kettle"
"915","Pringles"
"916","Cobs"
"917","Tyrrells"
"918","Cobs"
"919","Cobs"
"920","Tostitos"
"921","Tyrrells"
"922","Natural"
"923","Smiths"
"924","Kettle"
"925","Red"
"926","RRD"
"927","Red"
"928","Tyrrells"
"929","Dorito"
"930","WOOLWORTHS"
"931","Tyrrells"
"932","Tostitos"
"933","Smiths"
"934","CCs"
"935","Tostitos"
"936","Red"
"937","Pringles"
"938","Sunbites"
"939","Doritos"
"940","WOOLWORTHS"
"941","Kettle"
"942","Smiths"
"943","Doritos"
"944","Red"
"945","Red"
"946","RRD"
"947","WOOLWORTHS"
"948","Infuzions"
"949","Pringles"
"950","Infzns"
"951","RRD"
"952","Infuzions"
"953","Thins"
"954","Doritos"
"955","Infuzions"
"956","Kettle"
"957","Kettle"
"958","WOOLWORTHS"
"959","Red"
"960","CCs"
"961","Kettle"
"962","Tostitos"
"963","Pringles"
"964","WOOLWORTHS"
"965","Cheezels"
"966","Natural"
"967","RRD"
"968","Smiths"
"969","Smiths"
"970","Thins"
"971","Pringles"
"972","Grain"
"973","Cheezels"
"974","Smiths"
"975","Kettle"
"976","Smiths"
"977","Natural"
"978","Tyrrells"
"979","Thins"
"980","Red"
"981","Kettle"
"982","Infuzions"
"983","Kettle"
"984","Kettle"
"985","Red"
"986","Thins"
"987","Twisties"
"988","Twisties"
"989","Dorito"
"990","Thins"
"991","Doritos"
"992","Pringles"
"993","Kettle"
"994","Woolworths"
"995","Smiths"
"996","Pringles"
"997","Natural"
"998","Tyrrells"
"999","Smiths"
"1000","Kettle"
"1001","Tostitos"
"1002","Burger"
"1003","Pringles"
"1004","Natural"
"1005","Pringles"
"1006","Twisties"
"1007","Tyrrells"
"1008","CCs"
"1009","Smiths"
"1010","RRD"
"1011","Woolworths"
"1012","Infuzions"
"1013","Smiths"
"1014","Cheezels"
"1015","Smiths"
"1016","Thins"
"1017","Sunbites"
"1018","Pringles"
"1019","RRD"
"1020","WOOLWORTHS"
"1021","Twisties"
"1022","Doritos"
"1023","Pringles"
"1024","Natural"
"1025","Kettle"
"1026","Smiths"
"1027","RRD"
"1028","Tostitos"
"1029","Smiths"
"1030","Infuzions"
"1031","Tostitos"
"1032","Kettle"
"1033","Natural"
"1034","WOOLWORTHS"
"1035","Kettle"
"1036","Pringles"
"1037","WOOLWORTHS"
"1038","Kettle"
"1039","Pringles"
"1040","GrnWves"
"1041","Kettle"
"1042","Red"
"1043","Burger"
"1044","Cheetos"
"1045","Twisties"
"1046","Red"
"1047","Kettle"
"1048","Thins"
"1049","Doritos"
"1050","WOOLWORTHS"
"1051","Cheetos"
"1052","RRD"
"1053","WOOLWORTHS"
"1054","Natural"
"1055","RRD"
"1056","Kettle"
"1057","Infuzions"
"1058","Smiths"
"1059","Pringles"
"1060","Woolworths"
"1061","WOOLWORTHS"
"1062","Thins"
"1063","Grain"
"1064","Kettle"
"1065","Grain"
"1066","Pringles"
"1067","Twisties"
"1068","Cobs"
"1069","Infzns"
"1070","Smith"
"1071","French"
"1072","Red"
"1073","Tostitos"
"1074","Infuzions"
"1075","Pringles"
"1076","Pringles"
"1077","Kettle"
"1078","Smiths"
"1079","Natural"
"1080","Tyrrells"
"1081","Infzns"
"1082","CCs"
"1083","WOOLWORTHS"
"1084","Pringles"
"1085","Twisties"
"1086","Infuzions"
"1087","Doritos"
"1088","Twisties"
"1089","RRD"
"1090","Kettle"
"1091","Doritos"
"1092","Doritos"
"1093","Kettle"
"1094","Thins"
"1095","Doritos"
"1096","Cobs"
"1097","Kettle"
"1098","Smiths"
"1099","Kettle"
"1100","Kettle"
"1101","Cheetos"
"1102","Twisties"
"1103","Tostitos"
"1104","Cobs"
"1105","CCs"
"1106","Grain"
"1107","GrnWves"
"1108","Thins"
"1109","Pringles"
"1110","Kettle"
"1111","Tyrrells"
"1112","Kettle"
"1113","Smiths"
"1114","Smiths"
"1115","Kettle"
"1116","Smiths"
"1117","Woolworths"
"1118","Doritos"
"1119","Burger"
"1120","GrnWves"
"1121","Twisties"
"1122","Twisties"
"1123","Kettle"
"1124","WOOLWORTHS"
"1125","CCs"
"1126","Tostitos"
"1127","Tostitos"
"1128","Smiths"
"1129","Infuzions"
"1130","Twisties"
"1131","Doritos"
"1132","Thins"
"1133","Infuzions"
"1134","Infuzions"
"1135","Kettle"
"1136","Dorito"
"1137","Twisties"
"1138","Kettle"
"1139","Smiths"
"1140","Twisties"
"1141","Doritos"
"1142","Doritos"
"1143","Infzns"
"1144","Thins"
"1145","Pringles"
"1146","Kettle"
"1147","Kettle"
"1148","Thins"
"1149","Smiths"
"1150","Pringles"
"1151","Twisties"
"1152","Kettle"
"1153","Kettle"
"1154","Pringles"
"1155","Kettle"
"1156","Smiths"
"1157","Tostitos"
"1158","Kettle"
"1159","Doritos"
"1160","Pringles"
"1161","Thins"
"1162","Doritos"
"1163","Doritos"
"1164","Thins"
"1165","Kettle"
"1166","Kettle"
"1167","Doritos"
"1168","Infuzions"
"1169","Kettle"
"1170","Pringles"
"1171","Pringles"
"1172","Cobs"
"1173","Infuzions"
"1174","Kettle"
"1175","Pringles"
"1176","Smiths"
"1177","Pringles"
"1178","Kettle"
"1179","Tostitos"
"1180","Kettle"
"1181","Tyrrells"
"1182","Twisties"
"1183","Grain"
"1184","Doritos"
"1185","Kettle"
"1186","Tyrrells"
"1187","Pringles"
"1188","Tostitos"
"1189","Kettle"
"1190","Tyrrells"
"1191","Pringles"
"1192","Twisties"
"1193","Kettle"
"1194","Cobs"
"1195","Smiths"
"1196","Cobs"
"1197","Cheezels"
"1198","Infuzions"
"1199","Infzns"
"1200","Kettle"
"1201","Kettle"
"1202","Twisties"
"1203","Tyrrells"
"1204","Kettle"
"1205","Grain"
"1206","Pringles"
"1207","Cheezels"
"1208","Cobs"
"1209","Pringles"
"1210","Pringles"
"1211","Grain"
"1212","Cheezels"
"1213","Pringles"
"1214","Thins"
"1215","Cobs"
"1216","Tyrrells"
"1217","Kettle"
"1218","Tostitos"
"1219","Cheezels"
"1220","Pringles"
"1221","Kettle"
"1222","Kettle"
"1223","Dorito"
"1224","Dorito"
"1225","Doritos"
"1226","Cheezels"
"1227","Pringles"
"1228","Tyrrells"
"1229","Thins"
"1230","Cobs"
"1231","Kettle"
"1232","Doritos"
"1233","Grain"
"1234","Kettle"
"1235","Kettle"
"1236","Cobs"
"1237","Thins"
"1238","Kettle"
"1239","Twisties"
"1240","Kettle"
"1241","Smiths"
"1242","Kettle"
"1243","Infuzions"
"1244","Smiths"
"1245","Dorito"
"1246","Snbts"
"1247","CCs"
"1248","Smiths"
"1249","RRD"
"1250","Cheezels"
"1251","Natural"
"1252","Pringles"
"1253","Smiths"
"1254","Kettle"
"1255","Kettle"
"1256","Kettle"
"1257","Doritos"
"1258","Kettle"
"1259","Pringles"
"1260","Cheezels"
"1261","Kettle"
"1262","WOOLWORTHS"
"1263","Doritos"
"1264","GrnWves"
"1265","Infzns"
"1266","Smiths"
"1267","Natural"
"1268","Pringles"
"1269","Smiths"
"1270","Burger"
"1271","Kettle"
"1272","Infzns"
"1273","Doritos"
"1274","WOOLWORTHS"
"1275","Smiths"
"1276","Infuzions"
"1277","Smiths"
"1278","Kettle"
"1279","Smiths"
"1280","Infuzions"
"1281","NATURAL"
"1282","Pringles"
"1283","Grain"
"1284","Pringles"
"1285","Pringles"
"1286","Doritos"
"1287","Infuzions"
"1288","Cobs"
"1289","Red"
"1290","Natural"
"1291","Dorito"
"1292","Burger"
"1293","CCs"
"1294","WOOLWORTHS"
"1295","Thins"
"1296","Pringles"
"1297","Infuzions"
"1298","Pringles"
"1299","Snbts"
"1300","Pringles"
"1301","Infzns"
"1302","Kettle"
"1303","RRD"
"1304","Pringles"
"1305","Thins"
"1306","Kettle"
"1307","Kettle"
"1308","Smiths"
"1309","Smiths"
"1310","Doritos"
"1311","Doritos"
"1312","Pringles"
"1313","Pringles"
"1314","Dorito"
"1315","Doritos"
"1316","Kettle"
"1317","Pringles"
"1318","Pringles"
"1319","Kettle"
"1320","Kettle"
"1321","Doritos"
"1322","Thins"
"1323","Kettle"
"1324","Pringles"
"1325","Kettle"
"1326","Doritos"
"1327","Pringles"
"1328","Tyrrells"
"1329","Tyrrells"
"1330","Cobs"
"1331","Thins"
"1332","Cobs"
"1333","Thins"
"1334","Pringles"
"1335","Twisties"
"1336","Infuzions"
"1337","Kettle"
"1338","Pringles"
"1339","Pringles"
"1340","Pringles"
"1341","Tostitos"
"1342","Doritos"
"1343","Infuzions"
"1344","Pringles"
"1345","Twisties"
"1346","Dorito"
"1347","Cobs"
"1348","Tostitos"
"1349","Smiths"
"1350","Kettle"
"1351","Infuzions"
"1352","Doritos"
"1353","Tostitos"
"1354","Pringles"
"1355","Kettle"
"1356","Smiths"
"1357","Doritos"
"1358","Doritos"
"1359","Doritos"
"1360","Tostitos"
"1361","Kettle"
"1362","Tostitos"
"1363","Grain"
"1364","Twisties"
"1365","Infzns"
"1366","Cobs"
"1367","Thins"
"1368","Infuzions"
"1369","Kettle"
"1370","Kettle"
"1371","Tyrrells"
"1372","Kettle"
"1373","Cheezels"
"1374","Tostitos"
"1375","Twisties"
"1376","Thins"
"1377","Infuzions"
"1378","Infuzions"
"1379","Infuzions"
"1380","Kettle"
"1381","Kettle"
"1382","Tostitos"
"1383","Cobs"
"1384","Cheezels"
"1385","Twisties"
"1386","Pringles"
"1387","Pringles"
"1388","Doritos"
"1389","Grain"
"1390","Twisties"
"1391","Pringles"
"1392","Tostitos"
"1393","Doritos"
"1394","Infuzions"
"1395","Pringles"
"1396","Pringles"
"1397","Thins"
"1398","Pringles"
"1399","Twisties"
"1400","Pringles"
"1401","Twisties"
"1402","Smiths"
"1403","Doritos"
"1404","Kettle"
"1405","Kettle"
"1406","Kettle"
"1407","Twisties"
"1408","Kettle"
"1409","Infuzions"
"1410","Kettle"
"1411","Kettle"
"1412","Thins"
"1413","Pringles"
"1414","Kettle"
"1415","Smiths"
"1416","Cheezels"
"1417","Cobs"
"1418","Smiths"
"1419","Thins"
"1420","Kettle"
"1421","Pringles"
"1422","Doritos"
"1423","Kettle"
"1424","Pringles"
"1425","Infuzions"
"1426","Infuzions"
"1427","Doritos"
"1428","Thins"
"1429","Pringles"
"1430","Twisties"
"1431","Doritos"
"1432","Cobs"
"1433","Infzns"
"1434","Doritos"
"1435","Pringles"
"1436","Thins"
"1437","Kettle"
"1438","Doritos"
"1439","Cobs"
"1440","Pringles"
"1441","Pringles"
"1442","Kettle"
"1443","Kettle"
"1444","Kettle"
"1445","Tyrrells"
"1446","Cobs"
"1447","Kettle"
"1448","Pringles"
"1449","Cobs"
"1450","Infuzions"
"1451","Doritos"
"1452","Snbts"
"1453","GrnWves"
"1454","Cheezels"
"1455","Natural"
"1456","Tostitos"
"1457","Cheezels"
"1458","Kettle"
"1459","Cobs"
"1460","Pringles"
"1461","Smiths"
"1462","Doritos"
"1463","Grain"
"1464","Smiths"
"1465","Kettle"
"1466","Dorito"
"1467","Kettle"
"1468","Smiths"
"1469","Doritos"
"1470","Thins"
"1471","Doritos"
"1472","Doritos"
"1473","Thins"
"1474","Cheetos"
"1475","Infzns"
"1476","Infzns"
"1477","Kettle"
"1478","Smiths"
"1479","Pringles"
